"company_name","account_number","country","accounting_year","reporting_period_to","ticker_symbol","isin","industry_activity_group","reported_scope_1_metric_tonnes_co2e","reported_scope_1_source","estimated_scope_1_metric_tonnes_co2e","estimated_scope_1_model_type","estimated_scope_1_model_quality","scope_1_comments","reported_scope_2_metric_tonnes_co2e","reported_scope_2_source","estimated_scope_2_metric_tonnes_co2e","estimated_scope_2_model_type","estimated_scope_2_model_quality","scope_2_comments"
"JSW Steel","9834","India","2013","2014-03-31T00:00:00.000","JSTL IN","INE019A01020","Mining - Iron, Aluminum, Other Metals","20489737","CDP Response",,,,,"1258705","CDP Response",,,,
"JTEKT Corporation","9897","Japan","2011",,"6473 JP","JP3292200007","Electrical Equipment and Machinery",,,"87000","Model 2","2",,,,"220000","Model 2","2",
"JTEKT Corporation","9897","Japan","2012",,"6473 JP","JP3292200007","Electrical Equipment and Machinery",,,"80000","Model 2","3",,,,"210000","Model 2","3",
"JTEKT Corporation","9897","Japan","2013","2014-03-31T00:00:00.000","6473 JP","JP3292200007","Electrical Equipment and Machinery","118557","CDP Response",,,,,"625905","CDP Response",,,,
"Kawasaki Heavy Industries, Ltd.","9992","Japan","2011","2012-03-31T00:00:00.000","7012 JP","JP3224200000","Electrical Equipment and Machinery","142755","CDP Response",,,,,"109691","CDP Response",,,,
"Kawasaki Heavy Industries, Ltd.","9992","Japan","2012","2013-03-31T00:00:00.000","7012 JP","JP3224200000","Electrical Equipment and Machinery","138485","CDP Response",,,,,"140816","CDP Response",,,,
"Kawasaki Heavy Industries, Ltd.","9992","Japan","2013","2014-03-31T00:00:00.000","7012 JP","JP3224200000","Electrical Equipment and Machinery","183434.09","CDP Response",,,,,"294278.41","CDP Response",,,,
"KAZ Minerals","9975","Kazakhstan","2011","2011-12-31T00:00:00.000","KAZ LN","GB00B0HZPV38","Mining - Iron, Aluminum, Other Metals","24176160","CDP Response",,,,,,,"340000","Model 2","4",
"KAZ Minerals","9975","Kazakhstan","2012","2012-12-31T00:00:00.000","KAZ LN","GB00B0HZPV38","Mining - Iron, Aluminum, Other Metals","27870573","CDP Response",,,,,,,"380000","Model 2","3",
"KAZ Minerals","9975","Kazakhstan","2013","2013-12-31T00:00:00.000","KAZ LN","GB00B0HZPV38","Mining - Iron, Aluminum, Other Metals","25713168","CDP Response",,,,,,,"130000","Model 2","3",
"Kernel Holding","31746","Poland","2011","2012-06-30T00:00:00.000","KER PW","LU0327357389","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber","323049","CDP Response",,,,,"81456","CDP Response",,,,
"Kernel Holding","31746","Poland","2012","2013-06-30T00:00:00.000","KER PW","LU0327357389","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber","273834","CDP Response",,,,,"81727","CDP Response",,,,
"Kernel Holding","31746","Poland","2013","2014-06-30T00:00:00.000","KER PW","LU0327357389","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber","284578","CDP Response",,,,,"85594","CDP Response",,,,
"Kertas Basuki Rachmat Indonesia Tbk PT","55003","Indonesia","2011",,"KBRI IJ","ID1000116809","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"290","Model 2","5",,,,"41","Model 2","4",
"Kertas Basuki Rachmat Indonesia Tbk PT","55003","Indonesia","2012",,"KBRI IJ","ID1000116809","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"450","Model 2","4",,,,"99","Model 2","3",
"Kertas Basuki Rachmat Indonesia Tbk PT","55003","Indonesia","2013",,"KBRI IJ","ID1000116809","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"60","Model 2","4",,,,"110","Model 2","3",
"KGHM Polska Mied? S.A.","10072","Poland","2011",,"KGH PW","PLKGHM000017","Mining - Iron, Aluminum, Other Metals",,,"1600000","Model 2","3",,,,"670000","Model 2","4",
"KGHM Polska Mied? S.A.","10072","Poland","2012",,"KGH PW","PLKGHM000017","Mining - Iron, Aluminum, Other Metals",,,"2100000","Model 2","2",,,,"820000","Model 2","3",
"KGHM Polska Mied? S.A.","10072","Poland","2013",,"KGH PW","PLKGHM000017","Mining - Iron, Aluminum, Other Metals",,,"2100000","Model 2","3",,,,"950000","Model 2","3",
"Kinross Gold Corporation","10175","Canada","2011","2011-12-31T00:00:00.000","K CN","CA4969024047","Mining - Other (Precious Metals and Gems)","652512","CDP Response",,,,,"567625","CDP Response",,,,
"Kinross Gold Corporation","10175","Canada","2012","2012-12-31T00:00:00.000","K CN","CA4969024047","Mining - Other (Precious Metals and Gems)","769974","CDP Response",,,,,"473640","CDP Response",,,,
"Kinross Gold Corporation","10175","Canada","2013","2013-12-31T00:00:00.000","K CN","CA4969024047","Mining - Other (Precious Metals and Gems)","793182","CDP Response",,,,,"544172","CDP Response",,,,
"Kirin Holdings Co Ltd","10132","Japan","2011","2011-12-31T00:00:00.000","2503 JP","JP3258000003","Food & Beverage Processing","466558","CDP Response",,,,,"676388","CDP Response",,,,
"Kirin Holdings Co Ltd","10132","Japan","2012","2012-12-31T00:00:00.000","2503 JP","JP3258000003","Food & Beverage Processing","536692","CDP Response",,,,,"658863","CDP Response",,,,
"Kirin Holdings Co Ltd","10132","Japan","2013","2013-12-31T00:00:00.000","2503 JP","JP3258000003","Food & Beverage Processing","483846","CDP Response",,,,,"656523","CDP Response",,,,
"Kirloskar Ferrous Industries Ltd","55067","India","2011",,"KKF IN","INE884B01025","Mining - Iron, Aluminum, Other Metals",,,"5400","Model 2","4",,,,"4900","Model 2","2",
"Kirloskar Ferrous Industries Ltd","55067","India","2012",,"KKF IN","INE884B01025","Mining - Iron, Aluminum, Other Metals",,,"3200","Model 2","4",,,,"6600","Model 2","2",
"Kirloskar Ferrous Industries Ltd","55067","India","2013",,"KKF IN","INE884B01025","Mining - Iron, Aluminum, Other Metals",,,"3400","Model 2","4",,,,"8100","Model 2","3",
"Koatsu Gas Kogyo Co Ltd","55060","Japan","2011",,"4097 JP","JP3285800003","Chemicals",,,"150000","Model 2","0",,,,"490000","Model 2","0",
"Koatsu Gas Kogyo Co Ltd","55060","Japan","2012",,"4097 JP","JP3285800003","Chemicals",,,,,,"Modeled data omitted, sample size issues affect quality of model predictions.",,,,,,"Modeled data omitted; sample size issues affect quality of model predictions."
"Koatsu Gas Kogyo Co Ltd","55060","Japan","2013",,"4097 JP","JP3285800003","Chemicals",,,"22000","Model 2","0",,,,"190000","Model 2","0",
"Kobe Steel., Ltd.","10181","Japan","2011","2012-03-31T00:00:00.000","5406 JP","JP3289800009","Mining - Iron, Aluminum, Other Metals","17213000","CDP Response",,,,,"481000","CDP Response",,,,
"Kobe Steel., Ltd.","10181","Japan","2012","2013-03-31T00:00:00.000","5406 JP","JP3289800009","Mining - Iron, Aluminum, Other Metals","16243000","CDP Response",,,,,"585000","CDP Response",,,,
"Kobe Steel., Ltd.","10181","Japan","2013","2014-03-31T00:00:00.000","5406 JP","JP3289800009","Mining - Iron, Aluminum, Other Metals","17461000","CDP Response",,,,,"693000","CDP Response",,,,
"KOLON PLASTIC INC","49839","South Korea","2011",,"138490 KS","KR7138490008","Chemicals",,,"6200","Model 2","2",,,,"14000","Model 2","1",
"KOLON PLASTIC INC","49839","South Korea","2012",,"138490 KS","KR7138490008","Chemicals",,,"8100","Model 2","2",,,,"22000","Model 2","1",
"KOLON PLASTIC INC","49839","South Korea","2013",,"138490 KS","KR7138490008","Chemicals",,,"9300","Model 2","2",,,,"19000","Model 2","2",
"Koninklijke Ahold","21338","Netherlands","2011","2012-01-01T00:00:00.000","AH NA","NL0010672325","Food & Staples Retailing","1021975","CDP Response",,,,,"1144206","CDP Response",,,,
"Koninklijke Ahold","21338","Netherlands","2012",,"AH NA","NL0010672325","Food & Staples Retailing","1029000","Company Submitted Data",,,,,"1027000","Company Submitted Data",,,,
"Koninklijke Ahold","21338","Netherlands","2013","2013-12-31T00:00:00.000","AH NA","NL0010672325","Food & Staples Retailing","983000","CDP Response",,,,,"1064000","CDP Response",,,,
"Koninklijke DSM","23110","Netherlands","2011","2011-12-31T00:00:00.000","DSM NA","NL0000009827","Chemicals","3410100","CDP Response",,,,,"1183800","CDP Response",,,,
"Koninklijke DSM","23110","Netherlands","2012","2012-12-31T00:00:00.000","DSM NA","NL0000009827","Chemicals","3082400","CDP Response",,,,,"1163000","CDP Response",,,,
"Koninklijke DSM","23110","Netherlands","2013","2013-12-31T00:00:00.000","DSM NA","NL0000009827","Chemicals","3083198","CDP Response",,,,,"1256537","CDP Response",,,,
"Korea Alcohol Industrial Co Ltd","55076","South Korea","2011",,"017890 KS","KR7017890005","Chemicals",,,"5900","Model 2","2",,,,"13000","Model 2","1",
"Korea Alcohol Industrial Co Ltd","55076","South Korea","2012",,"017890 KS","KR7017890005","Chemicals",,,"7000","Model 2","2",,,,"20000","Model 2","1",
"Korea Alcohol Industrial Co Ltd","55076","South Korea","2013",,"017890 KS","KR7017890005","Chemicals",,,"7800","Model 2","2",,,,"17000","Model 2","2",
"Korea Cast Iron Pipe Industries Co Ltd","55059","South Korea","2011",,"000970 KS","KR7000970004","Building Products",,,"2400","Model 2","2",,,,"5600","Model 2","3",
"Korea Cast Iron Pipe Industries Co Ltd","55059","South Korea","2012",,"000970 KS","KR7000970004","Building Products",,,"4000","Model 2","2",,,,"7300","Model 2","3",
"Korea Cast Iron Pipe Industries Co Ltd","55059","South Korea","2013",,"000970 KS","KR7000970004","Building Products",,,"3500","Model 2","3",,,,"8100","Model 2","4",
"KOREA GREEN PAPER MFG CO LTD","49978","South Korea","2011",,"109070 KS","KR7109070003","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"16000","Model 2","5",,,,"4500","Model 2","4",
"KOREA GREEN PAPER MFG CO LTD","49978","South Korea","2012",,"109070 KS","KR7109070003","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"11000","Model 2","4",,,,"3500","Model 2","3",
"KOREA GREEN PAPER MFG CO LTD","49978","South Korea","2013",,"109070 KS","KR7109070003","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"5100","Model 2","4",,,,"5800","Model 2","3",
"Korean Air Lines Co Ltd","10289","South Korea","2011","2011-12-31T00:00:00.000","003490 KS","KR7003490000","Air Transportation - Airlines","12367332","CDP Response",,,,,"64041","CDP Response",,,,
"Korean Air Lines Co Ltd","10289","South Korea","2012","2012-12-31T00:00:00.000","003490 KS","KR7003490000","Air Transportation - Airlines","12848820","CDP Response",,,,,"64854","CDP Response",,,,
"Korean Air Lines Co Ltd","10289","South Korea","2013","2013-12-31T00:00:00.000","003490 KS","KR7003490000","Air Transportation - Airlines","12539072","CDP Response",,,,,"62643","CDP Response",,,,
"Korea Zinc Co Ltd","10287","South Korea","2011",,"010130 KS","KR7010130003","Mining - Iron, Aluminum, Other Metals",,,"900000","Model 2","3",,,,"510000","Model 2","4",
"Korea Zinc Co Ltd","10287","South Korea","2012",,"010130 KS","KR7010130003","Mining - Iron, Aluminum, Other Metals",,,"980000","Model 2","2",,,,"570000","Model 2","3",
"Korea Zinc Co Ltd","10287","South Korea","2013",,"010130 KS","KR7010130003","Mining - Iron, Aluminum, Other Metals",,,"1000000","Model 2","3",,,,"710000","Model 2","3",
"Kosaya Gora Iron Works","54981","Russia","2011",,"KMTZ RM","RU000A0HF1L0","Mining - Iron, Aluminum, Other Metals",,,"40000","Model 2","3",,,,"20000","Model 2","4",
"Kosaya Gora Iron Works","54981","Russia","2012",,"KMTZ RM","RU000A0HF1L0","Mining - Iron, Aluminum, Other Metals",,,"79000","Model 2","2",,,,"26000","Model 2","3",
"Kosaya Gora Iron Works","54981","Russia","2013",,"KMTZ RM","RU000A0HF1L0","Mining - Iron, Aluminum, Other Metals",,,"50000","Model 2","3",,,,"24000","Model 2","3",
"KPX","37909","South Korea","2011",,"025000 KS","KR7025000001","Chemicals",,,"43000","Model 2","2",,,,"49000","Model 2","1",
"KPX","37909","South Korea","2012",,"025000 KS","KR7025000001","Chemicals",,,"44000","Model 2","2",,,,"61000","Model 2","1",
"KPX","37909","South Korea","2013",,"025000 KS","KR7025000001","Chemicals",,,"50000","Model 2","2",,,,"61000","Model 2","2",
"Kraft Foods","10312","USA","2011","2011-12-31T00:00:00.000","KRFT US","US50076Q1067","Food & Beverage Processing","1634473","CDP Response",,,,,"1705618","CDP Response",,,,
"Kraft Foods","10312","USA","2012","2012-12-31T00:00:00.000","KRFT US","US50076Q1067","Food & Beverage Processing","477813","CDP Response",,,,,"695225","CDP Response",,,,
"Kraft Foods","10312","USA","2013","2013-12-31T00:00:00.000","KRFT US","US50076Q1067","Food & Beverage Processing","478276","CDP Response",,,,,"663394","CDP Response",,,,
"Kroger","10331","USA","2013",,"KR US","US5010441013","Food & Staples Retailing",,,"1200000","Model 2","4",,,,"2800000","Model 2","4",
"Kroger","10331","USA","2011","2012-01-30T00:00:00.000","KR US","US5010441013","Food & Staples Retailing","2010936","CDP Response",,,,,"4405959","CDP Response",,,,
"Kroger","10331","USA","2012","2013-02-01T00:00:00.000","KR US","US5010441013","Food & Staples Retailing","1889971","CDP Response",,,,,"4215860","CDP Response",,,,
"K + S AG","22168","Germany","2011","2011-12-31T00:00:00.000","SDF GR","DE000KSAG888","Chemicals","1688667","CDP Response",,,,,"272076","CDP Response",,,,
"K + S AG","22168","Germany","2012","2012-12-31T00:00:00.000","SDF GR","DE000KSAG888","Chemicals","1669163.47","CDP Response",,,,,"316121.79","CDP Response",,,,
"K + S AG","22168","Germany","2013","2013-12-31T00:00:00.000","SDF GR","DE000KSAG888","Chemicals","1570473.13","CDP Response",,,,,"206307.11","CDP Response",,,,
"Kuala Lumpur Kepong","10345","Malaysia","2011",,"KLK MK","MYL2445OO004","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"120000","Model 2","3",,,,"110000","Model 2","4",
"Kuala Lumpur Kepong","10345","Malaysia","2012",,"KLK MK","MYL2445OO004","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"82000","Model 2","3",,,,"86000","Model 2","3",
"Kuala Lumpur Kepong","10345","Malaysia","2013",,"KLK MK","MYL2445OO004","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"91000","Model 2","2",,,,"97000","Model 2","2",
"Kuk-il Paper Manufacturing Co Ltd","55112","South Korea","2011",,"078130 KQ","KR7078130002","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"33000","Model 2","5",,,,"10000","Model 2","4",
"Kuk-il Paper Manufacturing Co Ltd","55112","South Korea","2012",,"078130 KQ","KR7078130002","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"17000","Model 2","4",,,,"6000","Model 2","3",
"Kuk-il Paper Manufacturing Co Ltd","55112","South Korea","2013",,"078130 KQ","KR7078130002","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"11000","Model 2","4",,,,"11000","Model 2","3",
"Kumba Iron Ore","10350","South Africa","2011","2011-12-31T00:00:00.000","KIO SJ","ZAE000085346","Mining - Iron, Aluminum, Other Metals","387813","CDP Response",,,,,"519329","CDP Response",,,,
"Kumba Iron Ore","10350","South Africa","2012","2012-12-31T00:00:00.000","KIO SJ","ZAE000085346","Mining - Iron, Aluminum, Other Metals","448274","CDP Response",,,,,"516315","CDP Response",,,,
"Kumba Iron Ore","10350","South Africa","2013","2013-12-31T00:00:00.000","KIO SJ","ZAE000085346","Mining - Iron, Aluminum, Other Metals","582725","CDP Response",,,,,"527112","CDP Response",,,,
"Kuraray Co., Ltd.","10324","Japan","2011","2012-03-31T00:00:00.000","3405 JP","JP3269600007","Chemicals","1147100","CDP Response",,,,,"594500","CDP Response",,,,
"Kuraray Co., Ltd.","10324","Japan","2012","2013-03-31T00:00:00.000","3405 JP","JP3269600007","Chemicals","1078000","CDP Response",,,,,"605000","CDP Response",,,,
"Kuraray Co., Ltd.","10324","Japan","2013",,"3405 JP","JP3269600007","Chemicals",,,"520000","Model 2","2",,,,"310000","Model 2","2",
"Kurimoto Ltd","55007","Japan","2011",,"5602 JP","JP3270800000","Mining - Iron, Aluminum, Other Metals",,,"96000","Model 2","4",,,,"40000","Model 2","2",
"Kurimoto Ltd","55007","Japan","2012",,"5602 JP","JP3270800000","Mining - Iron, Aluminum, Other Metals",,,"71000","Model 2","4",,,,"53000","Model 2","2",
"Kurimoto Ltd","55007","Japan","2013",,"5602 JP","JP3270800000","Mining - Iron, Aluminum, Other Metals",,,"66000","Model 2","4",,,,"59000","Model 2","3",
"Kweichow Moutai","10357","China","2011",,"600519 CH","CNE0000018R8","Food & Beverage Processing",,,"49000","Model 2","5",,,,"50000","Model 2","3",
"Kweichow Moutai","10357","China","2012",,"600519 CH","CNE0000018R8","Food & Beverage Processing",,,"79000","Model 2","5",,,,"91000","Model 2","3",
"Kweichow Moutai","10357","China","2013",,"600519 CH","CNE0000018R8","Food & Beverage Processing",,,"110000","Model 2","5",,,,"110000","Model 2","4",
"Lafarge S.A.","10418","France","2011","2011-12-31T00:00:00.000","LG FP","FR0000120537","Construction Materials","98555320","CDP Response",,,,,"8698040","CDP Response",,,,
"Lafarge S.A.","10418","France","2012","2012-12-31T00:00:00.000","LG FP","FR0000120537","Construction Materials","97354270","CDP Response",,,,,"8907096","CDP Response",,,,
"Lafarge S.A.","10418","France","2013","2013-12-31T00:00:00.000","LG FP","FR0000120537","Construction Materials","93343621","CDP Response",,,,,"8720000","CDP Response",,,,
"LAN Airlines S.A.","10456","Chile","2011","2011-12-31T00:00:00.000","LAN CI","CL0000000423","Air Transportation - Airlines","5187171","CDP Response",,,,,"13832","CDP Response",,,,
"LAN Airlines S.A.","10456","Chile","2012","2012-12-31T00:00:00.000","LAN CI","CL0000000423","Air Transportation - Airlines","12440025","CDP Response",,,,,"21221","CDP Response",,,,
"LAN Airlines S.A.","10456","Chile","2013","2013-12-31T00:00:00.000","LAN CI","CL0000000423","Air Transportation - Airlines","11844687","CDP Response",,,,,"18597","CDP Response",,,,
"LANXESS AG","10480","Germany","2011","2011-12-31T00:00:00.000","LXS GR","DE0005470405","Chemicals","1935000","CDP Response",,,,,"3866000","CDP Response",,,,
"LANXESS AG","10480","Germany","2012","2012-12-31T00:00:00.000","LXS GR","DE0005470405","Chemicals","1913000","CDP Response",,,,,"3068000","CDP Response",,,,
"LANXESS AG","10480","Germany","2013","2013-12-31T00:00:00.000","LXS GR","DE0005470405","Chemicals","1770000","CDP Response",,,,,"2899000","CDP Response",,,,
"LATAM Airlines Group SA","44987","Chile","2011",,"LAN CC","CL0000000423","Air Transportation - Airlines",,,"5400000","Model 3","5",,,,"23000","Model 3","3",
"LATAM Airlines Group SA","44987","Chile","2012",,"LAN CC","CL0000000423","Air Transportation - Airlines",,,,,,"See Another",,,,,,"See Another"
"LATAM Airlines Group SA","44987","Chile","2013",,"LAN CC","CL0000000423","Air Transportation - Airlines","11844687.5","CSR Report",,,,,"18597","CSR Report",,,,
"Lee & Man Paper Manufacturing","32060","Hong Kong","2011",,"2314 HK","KYG5427W1309","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"360000","Model 2","5",,,,"170000","Model 2","4",
"Lee & Man Paper Manufacturing","32060","Hong Kong","2012",,"2314 HK","KYG5427W1309","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"370000","Model 2","4",,,,"190000","Model 2","3",
"Lee & Man Paper Manufacturing","32060","Hong Kong","2013",,"2314 HK","KYG5427W1309","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"410000","Model 2","4",,,,"300000","Model 2","3",
"LG Chem Ltd","10667","South Korea","2011","2011-12-31T00:00:00.000","051910 KS","KR7051910008","Chemicals","4207796","CDP Response",,,,,"1679829","CDP Response",,,,
"LG Chem Ltd","10667","South Korea","2012","2012-12-31T00:00:00.000","051910 KS","KR7051910008","Chemicals","4454747","CDP Response",,,,,"1865116","CDP Response",,,,
"LG Chem Ltd","10667","South Korea","2013","2013-12-31T00:00:00.000","051910 KS","KR7051910008","Chemicals","4652160","CDP Response",,,,,"2466160","CDP Response",,,,
"Linde AG","22158","Germany","2011","2011-12-31T00:00:00.000","LIN GR","DE0006483001","Chemicals","6700000","CDP Response",,,,,"10200000","CDP Response",,,,
"Linde AG","22158","Germany","2012","2012-12-31T00:00:00.000","LIN GR","DE0006483001","Chemicals","6100000","CDP Response",,,,,"9800000","CDP Response",,,,
"Linde AG","22158","Germany","2013","2013-12-31T00:00:00.000","LIN GR","DE0006483001","Chemicals","8000000","CDP Response",,,,,"13000000","CDP Response",,,,
"LIXIL Group Corporation","9863","Japan","2011","2012-03-31T00:00:00.000","5938 JP","JP3626800001","Building Products","274916","CDP Response",,,,,"405390","CDP Response",,,,
"LIXIL Group Corporation","9863","Japan","2012","2013-03-31T00:00:00.000","5938 JP","JP3626800001","Building Products","344461","CDP Response",,,,,"345689","CDP Response",,,,
"LIXIL Group Corporation","9863","Japan","2013","2014-03-31T00:00:00.000","5938 JP","JP3626800001","Building Products","369978","CDP Response",,,,,"439395","CDP Response",,,,
"Lockheed Martin Corporation","10820","USA","2011","2011-10-31T00:00:00.000","LMT US","US5398301094","Aerospace & Defense","309529","CDP Response",,,,,"1011104","CDP Response",,,,
"Lockheed Martin Corporation","10820","USA","2012","2012-10-31T00:00:00.000","LMT US","US5398301094","Aerospace & Defense","249491","CDP Response",,,,,"985006","CDP Response",,,,
"Lockheed Martin Corporation","10820","USA","2013","2013-10-31T00:00:00.000","LMT US","US5398301094","Aerospace & Defense","241148","CDP Response",,,,,"866684","CDP Response",,,,
"Long Chen Paper Co Ltd","55110","Taiwan","2011",,"1909 TT","TW0001909000","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"160000","Model 2","5",,,,"67000","Model 2","4",
"Long Chen Paper Co Ltd","55110","Taiwan","2012",,"1909 TT","TW0001909000","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"130000","Model 2","4",,,,"57000","Model 2","3",
"Long Chen Paper Co Ltd","55110","Taiwan","2013",,"1909 TT","TW0001909000","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber","353246","Company Submitted Data",,,,"Company generates own power on-site; reported emissions from electricity use fall under Scope 1, not Scope 2.","7403.04","Company Submitted Data",,,,"Company generates own power on-site; reported emissions from electricity use fall under Scope 1, not Scope 2."
"Lotte Chemical Corp","8548","South Korea","2011","2011-12-31T00:00:00.000","011170 KS","KR7011170008","Chemicals","3316493","CDP Response",,,,,"985528","CDP Response",,,,
"Lotte Chemical Corp","8548","South Korea","2012","2012-12-31T00:00:00.000","011170 KS","KR7011170008","Chemicals","3494983","CDP Response",,,,,"1064027","CDP Response",,,,
"Lotte Chemical Corp","8548","South Korea","2013","2013-12-31T00:00:00.000","011170 KS","KR7011170008","Chemicals","4416747","CDP Response",,,,,"1469071","CDP Response",,,,
"Louisiana-Pacific Corp","10847","USA","2011",,"LPX US","US5463471053","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"390000","Model 2","5",,,,"160000","Model 2","4",
"Louisiana-Pacific Corp","10847","USA","2012",,"LPX US","US5463471053","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"490000","Model 2","4",,,,"200000","Model 2","3",
"Louisiana-Pacific Corp","10847","USA","2013",,"LPX US","US5463471053","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"540000","Model 2","4",,,,"300000","Model 2","3",
"LyondellBasell Industries Cl A","11085","Netherlands","2011",,"DLY GR","NL0009434992","Chemicals",,,"22000000","Model 2","2",,,,"2400000","Model 2","1",
"LyondellBasell Industries Cl A","11085","Netherlands","2012",,"DLY GR","NL0009434992","Chemicals",,,"21000000","Model 2","2",,,,"1700000","Model 2","1",
"LyondellBasell Industries Cl A","11085","Netherlands","2013",,"DLY GR","NL0009434992","Chemicals","15613568.59","CSR Report",,,,,"3386431.41","CSR Report",,,,
"MAN SE","11307","Germany","2011","2011-12-31T00:00:00.000","MAN GR","DE0005937007","Electrical Equipment and Machinery","157612","CDP Response",,,,,"298531","CDP Response",,,,
"MAN SE","11307","Germany","2012","2012-12-31T00:00:00.000","MAN GR","DE0005937007","Electrical Equipment and Machinery","165624","CDP Response",,,,,"305588","CDP Response",,,,
"MAN SE","11307","Germany","2013","2013-12-31T00:00:00.000","MAN GR","DE0005937007","Electrical Equipment and Machinery","152423","CDP Response",,,,,"311333","CDP Response",,,,
"Mechel","11617","Russia","2011",,"MTLR RM","RU000A0DKXV5","Mining - Iron, Aluminum, Other Metals",,,"5600000","Model 2","4",,,,"610000","Model 2","2",
"Mechel","11617","Russia","2012",,"MTLR RM","RU000A0DKXV5","Mining - Iron, Aluminum, Other Metals",,,"5300000","Model 2","4",,,,"650000","Model 2","2",
"Mechel","11617","Russia","2013",,"MTLR RM","RU000A0DKXV5","Mining - Iron, Aluminum, Other Metals",,,"3400000","Model 2","4",,,,"570000","Model 2","3",
"Methanex Corporation","11815","Canada","2011","2011-12-31T00:00:00.000","MX CN","CA59151K1084","Chemicals","2705262","CDP Response",,,,,,,"230000","Model 2","1",
"Methanex Corporation","11815","Canada","2012","2012-12-31T00:00:00.000","MX CN","CA59151K1084","Chemicals","2964407","CDP Response",,,,,"97707","CDP Response",,,,
"Methanex Corporation","11815","Canada","2013","2013-12-31T00:00:00.000","MX CN","CA59151K1084","Chemicals","3046790","CDP Response",,,,,"64018","CDP Response",,,,
"METRO AG","11820","Germany","2011","2011-12-31T00:00:00.000","MEO GR","DE0007257503","Food & Staples Retailing","983699","CDP Response",,,,,"2432102","CDP Response",,,,
"METRO AG","11820","Germany","2012","2012-12-31T00:00:00.000","MEO GR","DE0007257503","Food & Staples Retailing","1011822","CDP Response",,,,,"2379528","CDP Response",,,,
"METRO AG","11820","Germany","2013","2013-09-30T00:00:00.000","MEO GR","DE0007257503","Food & Staples Retailing","1032297","CDP Response",,,,,"1996592","CDP Response",,,,
"Michelin","11842","France","2011","2011-12-31T00:00:00.000","ML FP","FR0000121261","Tires","1705410","CDP Response",,,,,"2306903","CDP Response",,,,
"Michelin","11842","France","2012","2012-12-31T00:00:00.000","ML FP","FR0000121261","Tires","1720668","CDP Response",,,,,"2042298","CDP Response",,,,
"Michelin","11842","France","2013","2013-12-31T00:00:00.000","ML FP","FR0000121261","Tires","1732786","CDP Response",,,,,"2066444","CDP Response",,,,
"Mitsubishi Chemical Holdings Corporation","12141","Japan","2011","2012-03-31T00:00:00.000","4188 JP","JP3897700005","Chemicals","7337000","CDP Response",,,,,"2133000","CDP Response",,,,
"Mitsubishi Chemical Holdings Corporation","12141","Japan","2012","2013-03-31T00:00:00.000","4188 JP","JP3897700005","Chemicals","9364000","CDP Response",,,,,"2036000","CDP Response",,,,
"Mitsubishi Chemical Holdings Corporation","12141","Japan","2013","2014-03-31T00:00:00.000","4188 JP","JP3897700005","Chemicals","9520000","CDP Response",,,,,"2320000","CDP Response",,,,
"Mitsubishi Heavy Industries, Ltd.","12099","Japan","2011","2012-03-31T00:00:00.000","7011 JP","JP3900000005","Electrical Equipment and Machinery","160169","CDP Response",,,,,"277066","CDP Response",,,,
"Mitsubishi Heavy Industries, Ltd.","12099","Japan","2012","2013-03-31T00:00:00.000","7011 JP","JP3900000005","Electrical Equipment and Machinery","155349","CDP Response",,,,,"270021","CDP Response",,,,
"Mitsubishi Heavy Industries, Ltd.","12099","Japan","2013","2014-03-31T00:00:00.000","7011 JP","JP3900000005","Electrical Equipment and Machinery","151200","CDP Response",,,,,"557700","CDP Response",,,,
"Mitsubishi Materials Corporation","12120","Japan","2011","2012-03-31T00:00:00.000","5711 JP","JP3903000002","Mining - Iron, Aluminum, Other Metals","10595000","CDP Response",,,,,"1675000","CDP Response",,,,
