"company_name","account_number","country","accounting_year","reporting_period_to","ticker_symbol","isin","industry_activity_group","reported_scope_1_metric_tonnes_co2e","reported_scope_1_source","estimated_scope_1_metric_tonnes_co2e","estimated_scope_1_model_type","estimated_scope_1_model_quality","scope_1_comments","reported_scope_2_metric_tonnes_co2e","reported_scope_2_source","estimated_scope_2_metric_tonnes_co2e","estimated_scope_2_model_type","estimated_scope_2_model_quality","scope_2_comments"
"Asiana Airlines Inc","1044","South Korea","2013",,"020560 KS","KR7020560009","Air Transportation - Airlines","6002975","CSR Report",,,,,,,"17000","Model 3","3",
"Asia Paper Manufacturing Co Ltd","55099","South Korea","2011",,"002310 KS","KR7002310001","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"80000","Model 2","5",,,,"30000","Model 2","4",
"Asia Paper Manufacturing Co Ltd","55099","South Korea","2012",,"002310 KS","KR7002310001","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"71000","Model 2","4",,,,"29000","Model 2","3",
"Asia Paper Manufacturing Co Ltd","55099","South Korea","2013",,"002310 KS","KR7002310001","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"88000","Model 2","4",,,,"75000","Model 2","3",
"Asiaplast Industries Tbk Pt","23266","Indonesia","2011",,"APLI IJ","ID1000059405","Chemicals",,,,,,"No revenue, modeled data dropped.",,,,,,"No revenue, modeled data dropped."
"Asiaplast Industries Tbk Pt","23266","Indonesia","2012",,"APLI IJ","ID1000059405","Chemicals",,,"720","Model 2","2",,,,"5300","Model 2","1",
"Asiaplast Industries Tbk Pt","23266","Indonesia","2013",,"APLI IJ","ID1000059405","Chemicals",,,,,,"No revenue, modeled data dropped.",,,,,,"No revenue, modeled data dropped."
"Associated British Foods","1085","United Kingdom","2011","2011-08-31T00:00:00.000","ABF LN","GB0006731235","Food & Beverage Processing","2504154","CDP Response",,,,,"1102142","CDP Response",,,,
"Associated British Foods","1085","United Kingdom","2012","2012-08-31T00:00:00.000","ABF LN","GB0006731235","Food & Beverage Processing","2295328","CDP Response",,,,,"1067934","CDP Response",,,,
"Associated British Foods","1085","United Kingdom","2013","2013-08-31T00:00:00.000","ABF LN","GB0006731235","Food & Beverage Processing","2231930","CDP Response",,,,,"912467","CDP Response",,,,
"Atlas Consolidated Mining & Development","55133","Philippines","2011",,"AT PM","PHY0434M1182","Mining - Iron, Aluminum, Other Metals",,,"9400","Model 2","3",,,,"7000","Model 2","4",
"Atlas Consolidated Mining & Development","55133","Philippines","2012",,"AT PM","PHY0434M1182","Mining - Iron, Aluminum, Other Metals",,,"71000","Model 2","2",,,,"36000","Model 2","3",
"Atlas Consolidated Mining & Development","55133","Philippines","2013",,"AT PM","PHY0434M1182","Mining - Iron, Aluminum, Other Metals",,,"59000","Model 2","3",,,,"42000","Model 2","3",
"Aurubis AG","1177","Germany","2011",,"NDA GR","DE0006766504","Mining - Iron, Aluminum, Other Metals",,,,,,"Modeled data omitted, sample size issues affect quality of model predictions.",,,,,,"Modeled data omitted; sample size issues affect quality of model predictions."
"Aurubis AG","1177","Germany","2012","2012-12-31T00:00:00.000","NDA GR","DE0006766504","Mining - Iron, Aluminum, Other Metals","518798","CDP Response",,,,,"1176993","CDP Response",,,,
"Aurubis AG","1177","Germany","2013","2013-12-31T00:00:00.000","NDA GR","DE0006766504","Mining - Iron, Aluminum, Other Metals","503678","CDP Response",,,,,"1162321","CDP Response",,,,
"Avianca Holdings S.A. Pref.","50174","Panama","2011",,"PFAVH CB","PAI69PA00017","Air Transportation - Airlines","3380000","CSR Report",,,,,,,"14000","Model 3","3",
"Avianca Holdings S.A. Pref.","50174","Panama","2012",,"PFAVH CB","PAI69PA00017","Air Transportation - Airlines","3590000","CSR Report",,,,,,,"14000","Model 3","3",
"Avianca Holdings S.A. Pref.","50174","Panama","2013",,"PFAVH CB","PAI69PA00017","Air Transportation - Airlines","3990000","CSR Report",,,,,,,"15000","Model 3","3",
"BAE Systems","1344","United Kingdom","2011","2011-12-31T00:00:00.000","BA/ LN","GB0002634946","Aerospace & Defense","353000","CDP Response",,,,,"664000","CDP Response",,,,
"BAE Systems","1344","United Kingdom","2012","2012-12-31T00:00:00.000","BA/ LN","GB0002634946","Aerospace & Defense","277920","CDP Response",,,,,"590760","CDP Response",,,,
"BAE Systems","1344","United Kingdom","2013","2013-12-31T00:00:00.000","BA/ LN","GB0002634946","Aerospace & Defense","535370","CDP Response",,,,,"679750","CDP Response",,,,
"Ballarpur Industries Ltd","55104","India","2011",,"BILT IN","INE294A01037","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"170000","Model 2","5",,,,"75000","Model 2","4",
"Ballarpur Industries Ltd","55104","India","2012",,"BILT IN","INE294A01037","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"160000","Model 2","4",,,,"71000","Model 2","3",
"Ballarpur Industries Ltd","55104","India","2013",,"BILT IN","INE294A01037","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"140000","Model 2","4",,,,"110000","Model 2","3",
"Barrick Gold Corporation","1536","Canada","2011","2011-12-31T00:00:00.000","ABX CN","CA0679011084","Mining - Other (Precious Metals and Gems)","3004464","CDP Response",,,,,"2026226","CDP Response",,,,
"Barrick Gold Corporation","1536","Canada","2012","2012-12-31T00:00:00.000","ABX CN","CA0679011084","Mining - Other (Precious Metals and Gems)","3784179.51","CDP Response",,,,,"2229368.38","CDP Response",,,,
"Barrick Gold Corporation","1536","Canada","2013","2013-12-31T00:00:00.000","ABX CN","CA0679011084","Mining - Other (Precious Metals and Gems)","3736781","CDP Response",,,,,"2166052","CDP Response",,,,
"BASF SE","1516","Germany","2011","2011-12-31T00:00:00.000","BAS GR","DE000BASF111","Chemicals","20920000","CDP Response",,,,,"4879000","CDP Response",,,,
"BASF SE","1516","Germany","2012","2012-12-31T00:00:00.000","BAS GR","DE000BASF111","Chemicals","20208000","CDP Response",,,,,"4479000","CDP Response",,,,
"BASF SE","1516","Germany","2013","2013-12-31T00:00:00.000","BAS GR","DE000BASF111","Chemicals","18842000","CDP Response",,,,,"3987000","CDP Response",,,,
"BBMG Corporation","31281","China","2011",,"601992 CH","CNE1000010M4","Construction Materials",,,"16000000","Model 2","3",,,,"1300000","Model 2","3",
"BBMG Corporation","31281","China","2012",,"601992 CH","CNE1000010M4","Construction Materials",,,"16000000","Model 2","2",,,,"1300000","Model 2","2",
"BBMG Corporation","31281","China","2013",,"601992 CH","CNE1000010M4","Construction Materials",,,"21000000","Model 2","2",,,,"2500000","Model 2","3",
"BC Iron","50086","Australia","2011",,"BCI AU","AU000000BCI0","Mining - Iron, Aluminum, Other Metals",,,"5200","Model 2","4",,,,"4700","Model 2","2",
"BC Iron","50086","Australia","2012",,"BCI AU","AU000000BCI0","Mining - Iron, Aluminum, Other Metals",,,"7500","Model 2","4",,,,"12000","Model 2","2",
"BC Iron","50086","Australia","2013",,"BCI AU","AU000000BCI0","Mining - Iron, Aluminum, Other Metals",,,"15000","Model 2","4",,,,"21000","Model 2","3",
"Beijing Dabeinong Technology Group","50268","China","2011",,"002385 CH","CNE100000N61","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"39000","Model 2","3",,,,"31000","Model 2","4",
"Beijing Dabeinong Technology Group","50268","China","2012",,"002385 CH","CNE100000N61","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"41000","Model 2","3",,,,"41000","Model 2","3",
"Beijing Dabeinong Technology Group","50268","China","2013",,"002385 CH","CNE100000N61","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"85000","Model 2","2",,,,"90000","Model 2","2",
"BHP Billiton","1808","United Kingdom","2011","2012-06-30T00:00:00.000","BHP AU","AU000000BHP4","Mining - Iron, Aluminum, Other Metals","20200000","CDP Response",,,,,"20000000","CDP Response",,,,
"BHP Billiton","1808","United Kingdom","2012","2013-06-30T00:00:00.000","BHP AU","AU000000BHP4","Mining - Iron, Aluminum, Other Metals","22000000","CDP Response",,,,,"24700000","CDP Response",,,,
"BHP Billiton","1808","United Kingdom","2013","2014-06-30T00:00:00.000","BHP AU","AU000000BHP4","Mining - Iron, Aluminum, Other Metals","22671000","CDP Response",,,,,"22282000","CDP Response",,,,
"BlueScope Steel","1916","Australia","2011",,"BSL AU","AU000000BSL0","Mining - Iron, Aluminum, Other Metals","13390000","Company Submitted Data",,,,,"2530000","Company Submitted Data",,,,
"BlueScope Steel","1916","Australia","2012",,"BSL AU","AU000000BSL0","Mining - Iron, Aluminum, Other Metals","9480000","CSR Report",,,,,"1970000","CSR Report",,,,
"BlueScope Steel","1916","Australia","2013",,"BSL AU","AU000000BSL0","Mining - Iron, Aluminum, Other Metals","8095000.49","CSR Report",,,,,"1781000","CSR Report",,,,
"Boeing Company","2017","USA","2011","2011-12-31T00:00:00.000","BA US","US0970231058","Aerospace & Defense","718000","CDP Response",,,,,"1075000","CDP Response",,,,
"Boeing Company","2017","USA","2012","2012-12-31T00:00:00.000","BA US","US0970231058","Aerospace & Defense","576000","CDP Response",,,,,"998000","CDP Response",,,,
"Boeing Company","2017","USA","2013","2013-12-31T00:00:00.000","BA US","US0970231058","Aerospace & Defense","610000","CDP Response",,,,,"1026000","CDP Response",,,,
"Boise Cascade Co","55030","USA","2011",,"BCC US","US09739D1000","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,,,,"No revenue, modeled data dropped.",,,,,,"No revenue, modeled data dropped."
"Boise Cascade Co","55030","USA","2012",,"BCC US","US09739D1000","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"850000","Model 2","4",,,,"370000","Model 2","3",
"Boise Cascade Co","55030","USA","2013",,"BCC US","US09739D1000","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"910000","Model 2","4",,,,"470000","Model 2","3",
"Boliden Group","2024","Sweden","2011","2011-12-31T00:00:00.000","BOL SS","SE0000869646","Mining - Iron, Aluminum, Other Metals","542580","CDP Response",,,,,"425101","CDP Response",,,,
"Boliden Group","2024","Sweden","2012","2012-12-31T00:00:00.000","BOL SS","SE0000869646","Mining - Iron, Aluminum, Other Metals","574000","CDP Response",,,,,"434000","CDP Response",,,,
"Boliden Group","2024","Sweden","2013","2013-12-31T00:00:00.000","BOL SS","SE0000869646","Mining - Iron, Aluminum, Other Metals","578000","CDP Response",,,,,"422000","CDP Response",,,,
"Bombardier Inc.","1945","Canada","2011",,"BBD/B CN","CA0977512007","Aerospace & Defense",,,"190000","Model 2","4",,,,"410000","Model 2","4",
"Bombardier Inc.","1945","Canada","2012","2012-12-31T00:00:00.000","BBD/B CN","CA0977512007","Aerospace & Defense","147769","CDP Response",,,,,"163512","CDP Response",,,,
"Bombardier Inc.","1945","Canada","2013","2013-12-31T00:00:00.000","BBD/B CN","CA0977512007","Aerospace & Defense","155483","CDP Response",,,,,"160761","CDP Response",,,,
"Borregaard ASA","45101","Norway","2011","2011-12-31T00:00:00.000","BRG NO","NO0010657505","Chemicals","182306","CDP Response",,,,,"178647","CDP Response",,,,
"Borregaard ASA","45101","Norway","2012","2012-12-31T00:00:00.000","BRG NO","NO0010657505","Chemicals","180239","CDP Response",,,,,"191048","CDP Response",,,,
"Borregaard ASA","45101","Norway","2013","2013-12-31T00:00:00.000","BRG NO","NO0010657505","Chemicals","169039","CDP Response",,,,,"155219","CDP Response",,,,
"Braskem S/A","2135","Brazil","2011","2011-12-31T00:00:00.000","BRKM3 BZ","BRBRKMACNOR1","Chemicals","9026130.82","CDP Response",,,,,"488061.68","CDP Response",,,,
"Braskem S/A","2135","Brazil","2012","2012-12-31T00:00:00.000","BRKM3 BZ","BRBRKMACNOR1","Chemicals","9564723.11","CDP Response",,,,,"770518.65","CDP Response",,,,
"Braskem S/A","2135","Brazil","2013","2013-12-31T00:00:00.000","BRKM3 BZ","BRBRKMACNOR1","Chemicals","9771021.09","CDP Response",,,,,"874145.73","CDP Response",,,,
"Bridgestone Corporation","2156","Japan","2011","2011-12-31T00:00:00.000","5108 JP","JP3830800003","Tires","2256716","CDP Response",,,,,"2496274","CDP Response",,,,
"Bridgestone Corporation","2156","Japan","2012","2012-12-31T00:00:00.000","5108 JP","JP3830800003","Tires","2064360","CDP Response",,,,,"2552231","CDP Response",,,,
"Bridgestone Corporation","2156","Japan","2013","2013-12-31T00:00:00.000","5108 JP","JP3830800003","Tires","2042579","CDP Response",,,,,"2531359","CDP Response",,,,
"Bumi Teknokultura Unggul Tbk PT","55070","Indonesia","2011",,"BTEK IJ","ID1000098106","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"270","Model 2","5",,,,"38","Model 2","4",
"Bumi Teknokultura Unggul Tbk PT","55070","Indonesia","2012",,"BTEK IJ","ID1000098106","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"650","Model 2","4",,,,"150","Model 2","3",
"Bumi Teknokultura Unggul Tbk PT","55070","Indonesia","2013",,"BTEK IJ","ID1000098106","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"300","Model 2","4",,,,"450","Model 2","3",
"Bunge","2407","USA","2011",,"BG US","BMG169621056","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber","1500000","CSR Report",,,,,"1300000","CSR Report",,,,
"Bunge","2407","USA","2012",,"BG US","BMG169621056","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber","1810000","CSR Report",,,,,"1670000","CSR Report",,,,
"Bunge","2407","USA","2013","2013-12-31T00:00:00.000","BG US","BMG169621056","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber","1337968","CDP Response",,,,,"1417642","CDP Response",,,,
"Buzzi Unicem","2457","Italy","2011","2011-12-31T00:00:00.000","BZU IM","IT0001347308","Construction Materials","21660366","CDP Response",,,,,"1638655","Company Submitted Data",,,,
"Buzzi Unicem","2457","Italy","2012","2012-12-31T00:00:00.000","BZU IM","IT0001347308","Construction Materials","21289535","CDP Response",,,,,"1351853","CDP Response",,,,
"Buzzi Unicem","2457","Italy","2013","2013-12-31T00:00:00.000","BZU IM","IT0001347308","Construction Materials","20581420","CDP Response",,,,,"1517316","CDP Response",,,,
"Cabot Corporation","2555","USA","2011","2011-12-31T00:00:00.000","CBT US","US1270551013","Chemicals","3840000","CDP Response",,,,,"290000","CDP Response",,,,
"Cabot Corporation","2555","USA","2012","2012-12-31T00:00:00.000","CBT US","US1270551013","Chemicals","3880000","CDP Response",,,,,"320000","CDP Response",,,,
"Cabot Corporation","2555","USA","2013","2013-12-31T00:00:00.000","CBT US","US1270551013","Chemicals","4100000","CDP Response",,,,,"335000","CDP Response",,,,
"Canfor Corporation","2682","Canada","2011",,"CFP CN","CA1375761048","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"740000","Model 2","5",,,,"340000","Model 2","4",
"Canfor Corporation","2682","Canada","2012",,"CFP CN","CA1375761048","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"800000","Model 2","4",,,,"350000","Model 2","3",
"Canfor Corporation","2682","Canada","2013",,"CFP CN","CA1375761048","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"850000","Model 2","4",,,,"450000","Model 2","3",
"Carrefour","2880","France","2011","2011-12-31T00:00:00.000","CA FP","FR0000120172","Food & Staples Retailing","1978000","CDP Response",,,,,"1871000","CDP Response",,,,
"Carrefour","2880","France","2012","2012-09-30T00:00:00.000","CA FP","FR0000120172","Food & Staples Retailing","1630800","CDP Response",,,,,"1585600","CDP Response",,,,
"Carrefour","2880","France","2013","2013-09-30T00:00:00.000","CA FP","FR0000120172","Food & Staples Retailing","1775000","CDP Response",,,,,"1600000","CDP Response",,,,
"Carton de Colombia SA","55095","Colombia","2011",,"CARTON CB","COD01PA00010","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,,,,"No revenue, modeled data dropped.",,,,,,"No revenue, modeled data dropped."
"Carton de Colombia SA","55095","Colombia","2012",,"CARTON CB","COD01PA00010","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"57000","Model 2","4",,,,"7800","Model 2","3",
"Carton de Colombia SA","55095","Colombia","2013",,"CARTON CB","COD01PA00010","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,,,,"No revenue, modeled data dropped.",,,,,,"No revenue, modeled data dropped."
"Casino Guichard-Perrachon","2906","France","2011",,"CO FP","FR0000125585","Food & Staples Retailing",,,"420000","Model 2","3",,,,"920000","Model 2","4",
"Casino Guichard-Perrachon","2906","France","2012","2012-12-31T00:00:00.000","CO FP","FR0000125585","Food & Staples Retailing","1257321","CDP Response",,,,,"816194","CDP Response",,,,
"Casino Guichard-Perrachon","2906","France","2013","2013-12-31T00:00:00.000","CO FP","FR0000125585","Food & Staples Retailing","1279173","CDP Response",,,,,"943934","CDP Response",,,,
"Caterpillar Inc.","2918","USA","2011",,"CAT US","US1491231015","Electrical Equipment and Machinery",,,"500000","Model 2","2",,,,"1400000","Model 2","2",
"Caterpillar Inc.","2918","USA","2012",,"CAT US","US1491231015","Electrical Equipment and Machinery","839000","CSR Report",,,,,"1670000","CSR Report",,,,
"Caterpillar Inc.","2918","USA","2013",,"CAT US","US1491231015","Electrical Equipment and Machinery","1020000","CSR Report",,,,,"1450000","CSR Report",,,,
"Cathay Pacific Airways Limited","2926","Hong Kong","2011","2011-12-31T00:00:00.000","293 HK","HK0293001514","Air Transportation - Airlines","16286705","CDP Response",,,,,"53695","CDP Response",,,,
"Cathay Pacific Airways Limited","2926","Hong Kong","2012","2012-12-31T00:00:00.000","293 HK","HK0293001514","Air Transportation - Airlines","16013724","CDP Response",,,,,"56086","CDP Response",,,,
"Cathay Pacific Airways Limited","2926","Hong Kong","2013","2013-12-31T00:00:00.000","293 HK","HK0293001514","Air Transportation - Airlines","15913517","CDP Response",,,,,"54842","CDP Response",,,,
"Celanese Corporation","28949","USA","2013",,"CE US","US1508701034","Chemicals",,,"420000","Model 2","2",,,,"360000","Model 2","3",
"Celanese Corporation","28949","USA","2011","2011-12-31T00:00:00.000","CE US","US1508701034","Chemicals",,,"470000","Model 2","2",,,,"480000","Model 2","2",
"Celanese Corporation","28949","USA","2012",,"CE US","US1508701034","Chemicals",,,"420000","Model 2","2",,,,"400000","Model 2","2",
"Cementir Holding SpA","31329","Italy","2011","2011-12-31T00:00:00.000","CEM IM","IT0003126783","Construction Materials","3160127","CDP Response",,,,,"4519969","CDP Response",,,,
"Cementir Holding SpA","31329","Italy","2012","2012-12-31T00:00:00.000","CEM IM","IT0003126783","Construction Materials","1658029","CDP Response",,,,,"1097065","CDP Response",,,,
"Cementir Holding SpA","31329","Italy","2013","2013-12-31T00:00:00.000","CEM IM","IT0003126783","Construction Materials","2561705","CDP Response",,,,,"4511891","CDP Response",,,,
"Cementos Argos SA","37469","Colombia","2011",,"CEMARGOS CB","COD38PA00046","Construction Materials","5740000","CSR Report",,,,,"229000","CSR Report",,,,
"Cementos Argos SA","37469","Colombia","2012",,"CEMARGOS CB","COD38PA00046","Construction Materials","6660000","CSR Report",,,,,"351000","CSR Report",,,,
"Cementos Argos SA","37469","Colombia","2013",,"CEMARGOS CB","COD38PA00046","Construction Materials","6247783.2","CSR Report",,,,,"990590.03","CSR Report",,,,
"CEMEX","2986","Mexico","2011","2011-12-31T00:00:00.000","CEMEXCPO MM","MXP225611567","Construction Materials","43761172.89","CDP Response",,,,,"4082034.51","CDP Response",,,,
"CEMEX","2986","Mexico","2012","2012-12-31T00:00:00.000","CEMEXCPO MM","MXP225611567","Construction Materials","42894439","CDP Response",,,,,"3556861","CDP Response",,,,
"CEMEX","2986","Mexico","2013","2013-12-31T00:00:00.000","CEMEXCPO MM","MXP225611567","Construction Materials","40542192","CDP Response",,,,,"3822365","CDP Response",,,,
"CF Industries Holdings, Inc.","22882","USA","2011",,"CF US","US1252691001","Chemicals",,,"1100000","Model 2","3",,,,"1100000","Model 2","0",
"CF Industries Holdings, Inc.","22882","USA","2012",,"CF US","US1252691001","Chemicals",,,"1200000","Model 2","3",,,,"1000000","Model 2","0",
"CF Industries Holdings, Inc.","22882","USA","2013",,"CF US","US1252691001","Chemicals",,,"1200000","Model 2","3",,,,"920000","Model 2","0",
"Charoen Pokphand Indonesia","37470","Indonesia","2011",,"CPIN IJ","ID1000117708","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"69000","Model 2","3",,,,"58000","Model 2","4",
"Charoen Pokphand Indonesia","37470","Indonesia","2012",,"CPIN IJ","ID1000117708","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber","160000","CSR Report",,,,,"670000","CSR Report",,,,
"Charoen Pokphand Indonesia","37470","Indonesia","2013",,"CPIN IJ","ID1000117708","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber","170000","CSR Report",,,,,"650000","CSR Report",,,,
"Chelyabinsk Zinc Plant JSC","55073","Russia","2011",,"CHZN RM","RU0009093918","Mining - Iron, Aluminum, Other Metals",,,"50000","Model 2","3",,,,"25000","Model 2","4",
